ASIN,name,rating,review_count,price,product_type
B086N3KQ2F,"Latest_Dell XPS 15.6"" 4K UHD Touch IPS Display Laptop, 9th Generation Intel Core i7-9750H Processor, 16GB RAM, 512 SSD, Wireless+Bluetooth, NVIDIA_GeForce_GTX 1650 (512GB SSD)",5.0,2,1890.0,processor
B081JC228Y,"2020 HP 17.3"" Laptop Computer/ 8th Gen Intel Quad-Core i5-8265U Up to 3.9GHz/ 8GB DDR4 RAM/ 256GB PCIe SSD/ DVD/ Bluetooth 4.2/ USB 3.1/ HDMI/ Windows 10 Home/ Black",4.6,708,718.0,processor
B08PHL7NLF,"Venturer 14"" Luna Max [VCT9T48Q34RBM] Quad-Core 3GB RAM 64GB Storage IPS 1920 x 1080 FHD Touchscreen WiFi Bluetooth with Detachable Keyboard Android 10 Tablet",5.0,2,199.98,processor
B06ZXZ3SF1,"Slide Dual Sim 4.5"" Android 6, Unlocked Smartphone, Quad Core 1GHz Processor, 8GB Storage, Nationwide 4G LTE - White (SP4514)",2.9,33,39.95,processor
B083FJ8TSJ,"Philips Computer Monitors 322E1C 32"" Super-Curved Frameless Monitor, Full HD VA, 104% sRGB, Adaptive-Sync 75Hz, VESA, 4Yr Advance Replacement Warranty, Black/Silver",4.6,7963,199.99,processor
B07L7TFMB3,Roland Multi-Format HDMI Video Processor-4 x 2 (Switcher/Matrix/Split) (VP-42H),5.0,1,687.22,processor
B002SVDY3E,Honeywell Ademco 5819 Shock Processor and Transmitter,1.0,1,79.55,processor
B07SG1DY8T,"Omen by HP 2019 15-Inch Gaming Laptop, Intel i7-9750H Processor, NVIDIA GTX 1660Ti (6 GB), 8 GB RAM, 256 GB SSD, VR Ready, Windows 10 Home (15-dc1020nr, Black)",4.4,70,1099.99,processor
B07SH7DHBS,"Power Supply 600W Semi Modular 80+ Bronze, GAMEMAX VP-600-RGB",4.5,2169,59.99,processor
B08DJXYMJL,"Lenovo IdeaPad 5 Laptop: 10th Gen Core i5-1035G1, 16GB RAM, 512GB SSD, 15.6"" Full HD IPS Touchscreen",4.6,138,759.0,processor
B081NPNGWR,"CaseBuy Premium Ultra Thin Keyboard Cover for All 2020+ MacBook Pro 13"" with Magic Keyboard or Apple Silicon M1 Processor (Model A2338 A2289 A2141 A2251) & 2019+ MacBook Pro 16 inch A2141, US Layout",4.3,46,4.99,processor
B00LSCG80A,Wiseup 4Ch Realtime Color Video Quad Splitter CCTV Security Mulitplexer Processor OSD Menu with Audio,4.7,3,68.99,processor
B07WHYBN7D,"Bewinner Desktop PC Motherboard,DDR2/DDR3 4 USB Port Desktop Mainboard for AM2/AM3 Phenom II/Athlon II/Sempron and Other Processors,Rare Support for IDE Interface",1.0,1,68.49,processor
B07VNNFZPL,"GENNEL G106-20g Thermal Compound Paste for Coolers, Heat Sink Paste, High Heat Dissipation Performance, Thermal Grease Paste jar for Processor/CPU/PS4/Laptop",4.2,10,9.99,processor
B07DLG8W2R,"Acer Aspire XC-330-UR11 Desktop, AMD A-Series Dual-Core A6-9220 Processor, 4GB DDR4, 1TB HDD, 8X DVD, 802.11ac WiFi, Windows 10 Home",3.6,30,429.99,processor
B08L9QSRCP,"2020 HP High Performance Chromebook 14"" FHD 1929x1080 - Intel Celeron N4000 - 4GB Memory - 32GB eMMC - Natural Silver",4.7,78,260.98,processor
B08NCQ1VXP,"Intel NUC NUC8i5BEH Mini PC/HTPC,  i5 NUC Tall with Kingston 16GB DDR4 Ram, 256GB SSD, Intel Core i5-8259U 2.3GHz, Windows 10 Home, Bluetooth, WiFi, 4k Support (16GB Ram + 256GB SSD)",5.0,2,459.99,processor
B082XH47ZY,Replacement New CPU Cooling Fan with Heatsink for Intel LGA1150 LGA1151 LGA1155 LGA1156 Socket Celeron/Pentium/i3/i5/i7 Processors Series Fan E97379-003 CNDP751K50 DTC-DAB16 DC12V 0.60A 4-PIN,3.7,7,9.99,processor
B076MHLVTT,J-Tech Digital Video Wall Controller 3X3 2X2 1X4 3X1. Multi-Channel inputs HDMI VGA AV USB for LCD LED Video Wall Display with Cascading Function Control4 Driver Avaliable[JTECH-VW02],4.0,42,449.95,processor
B08JQ15ZP1,"Mini PC AWOW Mini Desktop Computer Windows 10 Intel Celeron J4115 with 8GB DDR4/NVMe M.2 256GB SSD, Triple Display, 4K@60Hz, Extended SSD 2TB(Optional), WiFi, HDMI 2.0, USB4, BT5.0, Gigabit Ethernet",4.5,237,249.99,processor
B07FJ8KJF9,"HP 15-CE198WM 15.6″ FHD Gaming Laptop, Windows 10, Intel Core i7-8750H Processor, NVIDIA GeForce GTX 1060 Graphics, 16GB DDR4 SDRAM Memory, 1TB Hard Drive + 256GB SSD, Backlit Keyboard",4.3,35,1405.99,processor
B08HLJQPCH,"ACEPC T11 Mini PC, 4GB DDR3, 64GB eMMC, Windows 10 Pro Mini Desktop Computer with Intel Atom Z8350 Processor, Support Dual Display, 4K HD, Bluetooth 4.2, Gigabit LAN, Dual Band WiFi",4.6,12,129.9,processor
B00D60060K,Intel Core i7-4800MQ 2.70GHz Processor 2.7 4 NA BX80647I74800MQ,5.0,2,429.95,processor
B083ZKLKQK,"ONN 100005209 10.1 inch GB RAM +16GB ROM1.3GHz Quad Core Processor 1280 x 800 Android Tablet with Detachable Keyboard, Navy",3.6,8,121.48,processor
B00JHVNDVQ,"Listen Technologies LT-800-072-01 Stationary 72 MHz RF Transmitter, LCD Display, Channel Lock Status Information, Built-in Auto Processor, 57 Selectable Channels, VU Level Meter, Dark Gray",5.0,1,429.0,processor
B07DJ35YZJ,"Gemini Lake Mini PC, ADLOKO GE41 Windows 10 (64-bit) 4K Desktop Computer, Intel Processor Celeron N4100, up to 2.4Ghz, DDR4 4GB/64GB, Dual HDMI, 2.5'HDD, SSD, USB Type-C Port, Dual WiFi, BT 4.0",4.4,16,189.99,processor
B08GL8HBDN,"Latest_Dell XPS 13.3"" 4K UHD Touch InfinityEdge Display Laptop, 10th Gen Intel Core i7-10710U Processor, 16GB RAM, 512GB SSD, Backlit Keyboard, Fingerprint Reader, HDMI，Window 10 Pro",4.0,1,1689.99,processor
B07Z1RX1SV,"Xilibod Android 9.0 TV Box 4GB RAM/64GB ROM, Amlogic S905X3 64-bit Quad core ARM, G31 MP2 GPU Processor,H.265 Decoding 2.4G/5G Dual-Band WiFi Smart TV Box - Model No.: TX3 4GB 64GB",1.0,1,48.99,processor
B08G47D477,"USB 3.0 Expansion Spring Coiled Cable 6in Standard Spiral Flexible Active Extension USB 3.0 A-Male to A-Female Processors for Printers, Cameras, Mouse and Other USB Computers （Black）",4.0,1,8.99,processor
B078SC3RV1,"HP 10-P018WM Detachable Laptop, 10.1 IPS Touch Display, Windows 10 Home, Intel Atom X5-Z8350 Processor, 4GB Memory, 64GB eMMC Storage, 802.11 Wirless AC, Active Pen",4.0,41,599.0,processor
B01N6ACK12,"Premium High Performance RCA Voyager 7"" 16GB Touchscreen Tablet Computer Quad-Core 1.2Ghz Processor 1G Memory 16GB Hard Drive Webcam WiFi Bluetooth Android 6.0-Blue",3.7,294,69.98,processor
B078GWJ44Z,"NETGEAR Nighthawk Pro Gaming XR500 Wi-Fi Router with 4 Ethernet Ports and Wireless Speeds Up to 2.6 Gbps, AC2600, Optimized for Low Ping",4.4,3522,229.99,processor
B001RQ7AZY,Rapco Horizon MS-1 Microphone Splitter Signal Processor,4.4,7,72.98,processor
B086H458K2,"Microsoft Surface Pro 7 128GB i5 8GB RAM with Windows 10 Pro (Wi-Fi, Quad-Core i5-1035G4, Newest Version) Platinum PVQ-00001",4.5,34,778.97,processor
B00ZDVJIDG,Cerwin-Vega CVM3 Bass Maximizer Processor Amplifier,1.0,1,82.9,processor
B07YM1C9TC,"Lenovo Legion Y740 17.3 Inch FHD (1920 X 1080) G-SYNC IPS Display i7-8750H Processor, 16GB DDR4 RAM, 512GB NVMe SSD, NVIDIA GeForce RTX 2080, Windows 10, 81HH0037US, Black (Renewed)",5.0,1,1899.99,processor
B01MCQWPPP,"RCA Galileo 11.5"" 32 GB Touchscreen Tablet Computer with Keyboard Case Quad-Core 1.3Ghz Processor 1GB Memory 32GB HDD Webcam Wifi Bluetooth Android 8.1 - Purple",4.0,452,159.99,processor
B01DZ4MM7G,"Dell GJD8G Precision 3620 Tower Workstation with Intel Core i7-6700 Processor, 8GB RAM, 1TB HDD, Black",3.0,1,762.27,processor
B07JWB5BSP,"Corsair H115i RGB Platinum AIO Liquid CPU Cooler,280mm,Dual ML140 PRO RGB PWM Fans,Intel 115x/2066,AMD AM4/TR4",4.6,1796,169.99,processor
B00IQ7OTOC,Audio Control ACR1 Remote for Audio Control Processors,4.6,549,39.0,processor
B019G7VPTC,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White",4.2,2074,299.99,processor
B0143UM4TC,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3200MHz C16 Desktop Memory Kit - Black,4.8,68274,78.99,processor
B071F4BZ63,AT LCC 9V AC/AC Adapter Replacement for Lexicon MX200 Dual Reverb/Effects Processor 9VAC 1.3A Power Supply Cord Cable Charger Mains PSU,4.9,10,26.18,processor
B08FF358SW,"MSI GF75 Thin Gaming Laptop, 17.3"" FHD 120Hz IPS Screen,Intel Core i5-10300H Processor Up to 4.50 GHz, NVIDIA GTX 1650 Graphics, 8GB RAM,512GB PCIe SSD, Webcam,Wireless-AC,Bluetooth,Win10 Home,Black",4.9,14,844.99,processor
B08BWL76HQ,"Professional DJ Audio Mixer Controller - 8-Channel DJ Controller Sound Mixer w/ DSP 380 Preset Effects, Recording, USB, 6 XLR Mic/Line Input, AUX, FX Processor MP3 Player, Headphone Jack - Pyle PMX648",4.0,1,218.84,processor
B07SGXDKBX,"Lenboken PSVR 2ND Upgraded 4-in-1 Charge & Display Stand ,Generation Multi function Stand with Storage Headpiece Holder, 2 Move Controllers Rapid Charging Station and Processor Unit Stand",3.9,29,24.99,processor
B08KV7Z93V,"EVOO Gaming 17.3” Laptop, FHD, 144Hz, Intel Core i7-10750H Processor, NVIDIA GeForce RTX 2060, THX Spatial Audio, 512GB SSD, 16GB RAM, RGB Backlit Keyboard, HD Camera, Windows 10 Home, Black",3.3,3,1499.0,processor
B08F9YJB8N,Wraith Prism LED RGB Cooler Fan from Ryzen 7 2700X Processor AM4/AM2/AM3/AM3+ 4-Pin Connector Copper Base/Alum Heat Sink by TT Racing AM4_Copp_R7,3.5,3,43.49,processor
B015PYYPFG,"DELL XPS XPS9350-4007SLV 13.3-Inch Touchscreen (Intel Core i5 6200U 2.30 GHz Processor, 8 GB LPDDR3 RAM, 256 GB Hard Drive, Windows 10 Home), Machined Aluminum",3.5,361,880.04,processor
B08132DR7Y,"USB Audio Processor USB QD(Quick Disconnect Headset) Connector to USB Adapter w/Volume Adjuster, Mute for Microphone & Speaker Compatible with Planstronics QD Plug Headset(1 Cable)",5.0,3,16.98,processor
B07QFNNJQ9,"ASUS VivoBook F510QA Thin & Lightweight Laptop, 15.6” FHD WideView, AMD Quad Core A12-9720P Processor, 8GB RAM, 256G SSD, Fingerprint Reader, Windows 10 in S mode, F510QA-DS99",4.0,323,623.67,processor
B07Z3PMQSS,"Tablet 10 inch Android, 10.1"" 5G WiFi Tablets,6000mAh Battery,Quad-Core Processor, 800x1280 Touch Screen Full HD Display,1.3GHz,16GB, Bluetooth,Black",3.9,369,99.39,processor
B075RJ8WN2,ASUS TUF Z370 Plus Gaming LGA1151 DDR4 HDMI DVI M.2 Z370 ATX Motherboard with Gigabit LAN and USB 3.1 for 8th Generation Intel Core Processors,4.5,159,279.99,processor
B07XJZ7VQD,"Samsung Galaxy Tab A 8.0"" (2019, WiFi Only) 32GB, 5100mAh Battery, Dual Speaker, SM-T290, International Model (Black)",4.6,2737,124.99,processor
B08QZHQWLJ,"Unlocked Cell Phones(8GB/128GB), CUBOT Note 20 Pro Smartphones, 6.5"" HD+ Display, Quad Camera, 4200mAh Battery, Android 10, Dual SIM 4G Budget Phone, US Version, Green",3.0,1,159.0,processor
B071VD2YVS,"Lenovo ThinkPad T470 Laptop with Intel Core i5-6300U Processor, 8GB DDR4 RAM, 180GB SSD, Black - 14"" - Black",5.0,6,999.99,processor
B07VNV3WKL,SparkFun 9DoF IMU Breakout-ICM-20948 Low power I2C & SPI enabled 9 axis motion tracking Includes Logic shifter Qwiic connection GPIO pins Digital Motion Processor Accelerometer Gyroscope Magnetometer,4.3,6,16.95,processor
B076M9RQJ2,Samsung Galaxy S8 64GB Phone - 5.8in Unlocked Smartphone - Midnight Black (Renewed),4.3,1421,219.99,processor
B08BCFXPZS,Microsoft Surface Book 3 (SMG-00001) | 15in (3240 x 2160) Touch-Screen | Intel Core i7 Processor | 16GB RAM | 256TB SSD Storage | Windows 10 Pro | GeForce GTX 1660 GPU,1.0,1,2369.0,processor
B088ZW4Y62,ASROCK H470M PRO4 Supports 10th Gen Intel Core Processors (Socket 1200) Motherboard,4.1,16,104.99,processor
B079JY96Y3,"Marantz AV8805 - 13.2 Channel AV Audio Component Pre-Amp for Premium Home Theater, IMax Enhanced, Auro-3D and Dolby Surround | Amazon Alexa Compatible,Black",4.1,12,4499.0,processor
B0874YDQ9K,"SAMSUNG T7 Portable SSD 1TB - Up to 1050MB/s - USB 3.2 External Solid State Drive, Red (MU-PC1T0R/AM)",4.8,5024,169.99,processor
B01MFB358A,"MSI CPU Cooler, Silver/Black (Core Frozr L) (MSI Core Frozr L)",4.7,521,54.99,processor
B08CXP9HPF,"Asiahorse Matrix-White 58 Addressable RGB LEDs 360MM All-in-One Square Frame Integrated Fan with MB Sync/Analog Controller,Integrated PWM Control Fan for Computer Case and Liquid Cooling System",4.1,108,49.99,processor
B074T2L4CC,"HP Elite 8300 Ultra Small Slim High Performance Business Computer PC (Intel 3470s 2.9Ghz), 8GB RAM, 120GB Brand New SSD, Wireless WIFI, USB 3.0) Windows 10 Professional (Renewed)",4.3,1223,149.0,processor
B000O7KIDI,"Intel Core 2 Duo E6420 Dual-Core Processor, 2.1 GHz, 4M L2 Cache, LGA775",4.6,2,189.95,processor
B07RX65WSV,Beelink U55 Intel Core i3-5005U Processor 8GB/128GB SSD Supports Extended RAM & SSD/4K@30Hz/Dual HDMI/Dual WiFi /BT4.0/ Fan Windows10 Pro Mini PC,4.1,38,269.0,processor
B081P833RK,"Amperka Octoliner reflectance line Sensor Array for Arduino and Raspberry Pi line Following Robots / 8 Channels, I2C, 3-5 Volts, on-Board Processor",4.6,5,24.0,processor
B081CRKQ9R,"2020 HP Pavilion x360 2-in-1 Laptop Computer/ 14"" Full HD Touchscreen/ 10th Gen Intel Core i5-10210U Up to 4.1GHz/ 8GB DDR4 Memory/ 256GB PCIe SSD + 16GB Optane/ AC WiFi/ HDMI/ Gold/ Windows 10",4.5,46,659.99,processor
B07TC2BK1X,Raspberry Pi 4 Model B 2019 Quad Core 64 Bit WiFi Bluetooth (4GB),4.8,11794,65.95,processor
B07NLK84RY,"HP EliteDesk 800 G4 Mini Business Desktop - 8th Gen Intel 6-Core i7-8700T Processor up to 4.00 GHz, 16GB Memory, 512GB Solid State Drive, Intel UHD Graphics 630, Windows 10 Pro (64-bit)",1.0,1,1099.99,processor
B08PCZF789,BOMIX 2021 New Year Version SuperBox S2PRO Updated from S1PRO Android 9.0 System,3.0,4,325.0,processor
B00069R0LM,Clarion MCD360 2/3-Way 6-Channel Electronic Crossover w/ 5-Volt RCA Outputs + Subwoofer Equalizer,4.6,597,139.95,processor
B08P4MHKY9,"Xiaomi Poco M3 (64GB,4GB) 6.53"", 48MP Triple Camera, Snapdragon 662, 6000mAh Battery, Dual SIM GSM Unlocked Global 4G LTE (T-Mobile, AT&T, Metro) International Model (Cool Blue)",5.0,1,237.5,processor
B088FVZMFC,"Monzlteck Wall Mount for ps4 VR (gen2), Headset,Move Controller Holder+Processor Unit Wall Mount",4.6,28,21.99,processor
B084SMMH96,"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb186nr, Brilliant Black) (9MV74UA#ABA)",4.5,2057,299.0,processor
B07KRD75WC,"2019 Newest Lenovo 2-in-1 11.6"" HD IPS TouchScreen LED-Backlight Chromebook | MediaTek MT8173c 2.1 GHz Quad-Core | 4GB RAM | 32GB EMMC | SD Memory Card Can Up to 128GB SSD | Chrome OS | Blizzard White",4.4,324,478.0,processor
B0754MN7D3,HP Elite 8200 Ultra Slim Desktop PC - Intel Core i5-2400S 2.7GHz 8GB 128GB SSD Windows 10 Professional (Renewed),4.3,250,122.0,processor
B084G3Y7KZ,"ID-COOLING SE-234-ARGB CPU Cooler AM4 CPU Cooler 5V Addressable RGB Cooler 4 Heatpipes CPU Air Cooler 120mm PWM Fan, Intel/AMD",4.6,471,46.99,processor
B07TD9C5HS,NZXT H510 - CA-H510B-B1 - Compact ATX Mid-Tower PC Gaming Case - Front I/O USB Type-C Port - Tempered Glass Side Panel - Cable Management System - Water-Cooling Ready - Black,4.8,16010,69.99,processor
B084HLB7LJ,"TP-Link AC4000 Smart WiFi Router (Archer A20) - Tri Band Router, MU-MIMO, VPN Server, Advanced Security by HomeCare, 1.8GHz CPU, Gigabit Ports, Beamforming, Link Aggregation, Works with Alexa",4.5,8782,158.89,processor
B07ZGJ2632,"MSECORE Mini Desktop PC, Fanless Micro Computer with Intel i7 8th Gen, 16G DDR4 |512G SSD, Support 4K, HDMI, Dual Monitor Capable, WiFi, Windows 10 Pro",4.0,25,598.99,processor
B07W5QYD2K,"SAMSUNG QN32Q50RAFXZA Flat 32"" QLED 4K 32Q50 Series Smart TV",4.7,1169,447.99,processor
B085XRL3P1,"CHUWI Herobook Pro 14.1 inch Windows 10 Intel N4000 Dual Core 8GB RAM 256GB ROM Notebook,Thin and Lightweight Laptop,BT4.0 (Herobook Pro (Herobook Pro(2020))",4.0,351,349.0,processor
B07NNRTTCM,"Western Digital 1TB WD Green Internal PC SSD - SATA III 6 Gb/s, N/A, 2.5""/7mm, - WDS100T2G0A",4.8,17376,89.99,processor
B07XJY1X1Z,"2019 Lenovo Ideapad L340 Gaming Laptop, 15.6"" FHD IPS Display, 9th Gen Intel Quad-Core i5-9300H Upto 4.1GHz, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 4GB, Backlit Keyboard, USB-C, Windows 10",4.2,21,767.0,processor
B08KF3XVNH,"ACEPC 14-inch HD Laptop Computer, 8GB RAM 128GB SSD Windows 10 Pro Laptop PC Intel Celeron J3455(up to 2.3GHz) Notebook, WiFi, Bluetooth 4.2, 4K HDMI",4.4,36,359.9,processor
B002CQU14A,"Noctua NT-H1 3.5g, Pro-Grade Thermal Compound Paste (3.5g)",4.8,10524,7.9,processor
B078GVTD9N,"LG 27UK850-W 27"" 4K UHD IPS Monitor with HDR10 with USB Type-C Connectivity and FreeSync, White",4.6,2320,449.99,processor
B07VZ39199,"HP Chromebook x360 14-inch HD Touchscreen Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Chrome (14b-ca0010nr, Ceramic White/Mineral Silver)",4.7,1242,337.0,processor
B07X2MRN5M,"HP Pavilion All-in-One 23.8"" FHD IPS Touchscreen Widescreen LED Display Premium Desktop | Intel Core i5-8400T Processor Six-Core | 16GB DDR4 | 256GB SSD | Keyboard & Mouse | Windows 10 | White",4.6,10,1149.0,processor
B08316YSKH,"CHUWI HeroBook Pro 14.1 inch Windows 10 Laptop Computer, 8G RAM / 256GB SSD with Intel Gmini Lake N4000 Notebook, Thin and Light",4.0,543,349.0,processor
B08HRMXM81,"Terryza Mini PC, Intel Celeron J4125 (4M Cache, up to 2.7GHz) Windows 10 PRO (64bit) Mini Desktop Computer 8GB DDR4/256GB SSD Support Triple Displays, Gigabit Ethernet,2.4G/5G Dual WiFi, 4K HD,BT 4.2",4.4,107,259.99,processor
B07ZDJCL76,Samsung Galaxy A20s A207M 32GB DUOS GSM Unlocked Phone (International Variant/US Compatible LTE) - Black,4.3,9244,219.5,processor
B07YP94PBJ,"NVIDIA SHIELD Android TV 4K HDR Streaming Media Player; High Performance, Dolby Vision, Google Assistant Built-In, Works with Alexa",4.6,2253,149.99,processor
B07Q5VM8ZD,Samsung Galaxy Tab A 10.1 32 GB Wifi Tablet Black (2019),4.7,13216,218.99,processor
B08FX6NKD6,"Gaming PC Intel i7-7920HQ Quad-core Processor Mini PC GTX1650 4G with Windows 10 Pro, 64G DDR4 RAM 512G SSD 2TB HDD, 2xLAN, M.2 SSD/2.5 inch SSD/HDD Slot, Dual Band WiFi & BT4.2, HDMI+DP+DVI, 4K",5.0,1,1476.0,processor
B07T5PRRXD,"Lexmark MC3326adwe Color Multifunction Laser Printer with Print, Copy, Fax, Scan and Wireless Capabilities, Two-Sided Printing with Full-Spectrum Security and Prints Up to 26 ppm (40N9060)",4.0,225,330.43,processor
B088WKCCZ2,"ASUS VivoBook S15 15.6"" FHD Laptop, Intel Core i5-10210U Processor 1.6GHz, 8GB RAM, 512GB SSD, NVIDIA_GeForce MX250 2GB GDDR5, HDMI, Bluetooth, Fingerprint Reader, Backlit Keyboard, Windows 10 Home",2.1,2,829.0,processor
B07BH4WWRY,Omnihil 5 Feet 2.0 High Speed USB Cable Compatible with DigiTech RP360XP Guitar Multi-Effects Processor Pedal,5.0,1,10.96,processor
B086XXW87C,"Acer Aspire 1 A115-31-C2Y3, 15.6"" Full HD Display, Intel Celeron N4020, 4GB DDR4, 64GB eMMC, 802.11ac Wi-Fi 5, Up to 10-Hours of Battery Life, Microsoft 365 Personal, Windows 10 in S mode, Black",4.5,2110,304.95,processor
B01N5P6TJW,"Samsung Chromebook 3, 11.6"", 4GB RAM, 16GB eMMC, Chromebook (XE500C13)",4.5,3110,239.95,processor
B08BNQLGYM,"Mini Computer Stick with Intel Atom x5-Z8350 & Pre-Installed Windows 10 Pro,8GB DDR3L 120GB ROM Fanless PC Stick Support 4K HD, Bluetooth 4.2 and Dual Band WiFi 2.4G/5.0G",4.1,229,169.99,processor
B08CKK9FLS,"Haehne 9 inch Tablet, 1G RAM 16GB Storage, Android 6.0, 9"" HD Display, Quad Core Processor, Dual Cameras, WiFi Only, Bluetooth, Blue",3.3,408,68.99,processor
B07D5N1PFY,"Fast Dell Latitude E5470 HD Business Laptop Notebook PC (Intel Core i5-6300U, 8GB Ram, 256GB Solid State SSD, HDMI, Camera, WiFi, SC Card Reader) Win 10 Pro (Renewed).",4.3,556,413.99,processor
B07ZLCC6J8,Crucial 64GB Kit (32GBx2) DDR4 2666 MT/S CL19 SODIMM 260-Pin Memory - CT2K32G4SFD8266,4.8,43836,220.0,processor
B07QY8LDGX,Desktop Mini PC Fanless Computer Windows 10 Pro Intel Atom Quad Core x5-Z8350 4GB DDR/64GB eMMC HDMI and VGA Port 2.4/5.8G WiFi BT4.1 USB 3.0 Mounting Bracket Auto Power On,4.1,608,139.99,processor
B086Z4CY5V,"Samsung Galaxy Tab S6 Lite 10.4"", 128GB WiFi Tablet Oxford Gray - SM-P610NZAEXAR - S Pen Included",4.7,312,409.0,processor
B081ZGN8JQ,"Lenovo IdeaPad S150 (81VS0001US) Laptop, 14"" HD Display, AMD A6-9220e Upto 2.4GHz, 4GB RAM, 64GB eMMC, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home, Silver",4.0,1125,279.0,processor
B07M8G1C31,"Idealforce AMD CPU Fan Bracket for AM4 (B350 X370 A320 X470) Socket Retention Mounting Bracket,for Hook-Type air-Cooled or Partially Water-Cooled radiators (B120/B240)",4.6,381,6.99,processor
B0894DBTRV,Newest HP Pavilion Intel Pentium Silver N5000 4GB 128GB SSD Windows 10 Laptop Red,4.6,580,339.9,processor
B07PS9D7GW,"Apple Watch Series 4 (GPS, 44MM) - Space Gray Aluminum Case with Black Sport Band (Renewed)",4.4,1686,294.95,processor
B07T63FDJQ,Seagate Exos X16 14TB 7200 RPM SATA 6Gb/s 256MB Cache 3.5-Inch Internal Data Center HDD Enterprise Hard Drive (ST14000NM001G),4.5,971,276.7,processor
B016EWKQAQ,"ASUS Dual-Band Gigabit WiFi Gaming Router (AC3100) with MU-MIMO, supporting AiProtection network security by Trend Micro, AiMesh for Mesh WiFi system, and WTFast game Accelerator (RT-AC88U),Black",4.0,3565,214.29,processor
B087Z4Z21R,"Lenovo - IdeaPad 15.6"" Laptop - AMD Ryzen 3 - 8GB Memory - 256GB Solid State Drive - Platinum Gray/IMR",4.5,129,499.0,processor
B07T5QDRFX,"MSI MPG X570 GAMING PLUS Motherboard (AMD AM4, PCIe 4.0, DDR4, SATA 6Gb/s, M.2, USB 3.2 Gen 2, HDMI, ATX)",4.5,1571,168.99,processor
B0897Y6KNY,"Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67"" FHD+ DotDisplay, 64MP AI Quad Camera, Qualcomm Snapdragon 720G LTE Factory Unlocked Smartphone - International Version (Tropical Green)",4.6,796,267.0,processor
B086QRQVD5,"New Microsoft Surface Go 2 - 10.5"" Touch-Screen - Intel Pentium - 4GB Memory - 64GB - Wifi - Platinum (Latest Model)",4.5,723,390.0,processor
B084JJ3QC1,"Microsoft Surface Pro 7 12.3"" (Latest Model) 10th Gen Core i7-1065G7 IRIS 512GB SSD 16GB RAM 2736X1834 12.3"" Touch Win 10 Pro PVU-00015",4.6,1871,1504.0,processor
B07J2SPR49,"HP EliteDesk 800 G2 Desktop Mini Business PC, Intel Quad-Core i5-6500T up to 3.1G,16G DDR4,240G SSD,VGA,DP,Win 10 Pro 64 bit-Multi-Language Support English/Spanish (Renewed)",4.5,142,254.99,processor
B00IIL0LW0,AudioControl LC2i 2 Channel Line Out Converter with AccuBASS and Subwoofer Control,4.6,1576,99.95,processor
B08DFNHKNM,"Lenovo Legion Y540-15 Gaming Laptop, 15.6"" IPS, 60Hz, 300 nits, Intel Core i7-9750H Processor, 16G DDR4 2666Mz, 512GB, 1TB 7200, NVIDIA GTX1660Ti, Win 10, 81SX00NNUS, Raven Black (Renewed)",5.0,2,1149.0,processor
B074F3M2W8,"NETGEAR WiFi Mesh Range Extender EX8000 - Coverage up to 2500 sq.ft. and 50 Devices with AC3000 Tri-Band Wireless Signal Booster & Repeater (Up to 3000 Mbps Speed), Plus Mesh Smart Roaming",4.1,4416,199.99,processor
B08KTWXCZT,"NETGEAR Nighthawk 8-Stream Tri-Band AX8 WiFi 6 Router (RAX70) – AX6600 Wireless Speed (Up to 6.6 Gbps) | 2,500 sq. ft. Coverage",4.1,6785,341.73,processor
B088Q7Z6CY,"HP 15.6"" HD Laptop, Intel Core i3-8130U Processor, 20GB Memory: 16GB Intel Optane + 4GB RAM, 2TB Hard Drive, Re-Writable DVD Drive, HD Webcam, Bluetooth, USB3.1, HDMI, Windows 10 Home, Blue",5.0,1,899.0,processor
B08KGXXDGW,"HP Pavilion 13 Laptop, 11th Gen Intel Core i5-1135G7 Processor, 8 GB RAM, 512 GB SSD Storage, Full HD IPS Micro-Edge Display, Windows 10 Home, Backlit Keyboard, Long Battery Life (13-bb0010nr, 2020)",1.0,1,759.98,processor
B084RVPBQY,"Samsung Galaxy A71 (128GB, 6GB) 6.7"", 64MP Quad Camera, 25W Fast Charger, Android 10, GSM Unlocked US + Global 4G LTE International Model A715F/DS (128GB + 64GB SD + Case Bundle, Prism Crush Black)",4.5,409,359.5,processor
B08QM8Z3MT,"PC Stick Mini Computer Stick 128GB ROM 4GB RAM with Intel Atom Z8350 & Windows 10 Pro Support Auto-On After Power Failure,Support 4K HD,Dual Band WiFi 2.4G/5G, BT 4.2 AKLWY (4+128 win10 pro)",3.7,22,139.99,processor
